Article Title,Author,Journal Title,ISSN,ISBN,Publication Date,Volume,Issue,First Page,Page Count,Accession Number,DOI,Publisher,Doctype,Subjects,Keywords,Abstract,PLink
"3rd International Workshop on Collaborative Teaching of Globally Distributed Software Development (CTGDSD 2013).","Faulk, Stuart; Young, Michal; Prikladnicki, Rafael; Weiss, David M.; Lian Yu","ICSE: International Conference on Software Engineering",,,="Feb2013",,,"1515","2","87904488",,"Association for Computing Machinery","Proceeding","ADULT education workshops; SOFTWARE engineers; COMPUTER software conferences; SOFTWARE engineering; COMPUTER software industry; CONFERENCES & conventions","Computational thinking; Distributed software development","Software engineering project courses where student teams are geographically distributed can effectively simulate the problems of globally distributed software development (DSD). However, this pedagogical model has proven difficult to adopt or sustain. It requires significant pedagogical resources and collaboration infrastructure. Institutionalizing such courses also requires compatible and reliable teaching partners. The purpose of this workshop is to continue building on our outreach efforts to foster a community of international faculty and institutions committed to developing, teaching and researching DSD. Foundational materials presented will include pedagogical materials and infrastructure developed and used in teaching DSD courses along with results and lessons learned. The third CTGDSD workshop will also focus on publishing workshop results and collaborating with the larger DSD community. Longrange goals include: lowering adoption barriers by providing common pedagogical materials, collaboration infrastructure, and a pool of potential teaching partners from around the globe. [ABSTRACT FROM AUTHOR] Copyright of ICSE: International Conference on Software Engineering is the property of Association for Computing Machinery and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://crai.referencistas.com/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=egs&AN=87904488&lang=es&site=ehost-live"
"Inquiry-based environments for bio-signal processing training in engineering education.","Adorno, Dominique Persano","International Journal of Mechanical Engineering Education",="03064190",,="Jul2022","50","3","629","19","157224134","10.1177/03064190211026207","Sage Publications, Ltd.","Article","PALERMO (Italy); ENGINEERING education; TRAINING of engineers; NEAR infrared spectroscopy; INQUIRY-based learning; PRODUCTION engineering","active learning; ERG; f-NIRS; graduate-level engineering education; Inquiry-based approach effectiveness; learning via discovery","Active student engagement, teaching via experience in real-life settings and learning by doing, are pedagogical strategies appropriate to improve student-reasoning skills. By building models, performing investigations, examining and explaining experimental results, using theoretical and computational thinking, constructing representations, undergraduates can acquire a deeper understanding of fundamental disciplinary concepts while reinforcing transversal abilities. In this framework, Engineering courses should be designed with the final objective to develop practical skills, focusing on hands-on activities. This contribution presents two different inquiry-based learning environments recently experienced at the University of Palermo in the context of bioelectronic and biomedical Engineering. The first study describes a laboratory activity about digital ophthalmologic signal classification; the second laboratory focuses on the analysis of the prefrontal cortex activation during a memory task using functional Near InfraRed Spectroscopy (fNIRS). We introduce and discuss the learning workshops, with the research objective of improving current instruction and training in Engineering courses. Indeed, this contribution aims to suggest a conceptual framework in the form of a structured elective suite of modules tailored to meet the needs of Engineering graduates. The outcomes of both studies seem to highlight that self-directed learning activities could enhance students' enthusiasm to learn and engagement in engineering investigations, contributing to improve the achievements of students and acquire a more effective learning approach. [ABSTRACT FROM AUTHOR] Copyright of International Journal of Mechanical Engineering Education is the property of Sage Publications, Ltd. and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://crai.referencistas.com/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=egs&AN=157224134&lang=es&site=ehost-live"
"Broadening Participation: Toward Culturally Responsive Computing Education.","Eglash, Ron; Gilbert, Juan E.; Foster, Ellen","Communications of the ACM",="00010782",,="Jul2013","56","7","33","4","90078931","10.1145/2483852.2483864","Association for Computing Machinery","Article","SOCIAL development; STEM education; EDUCATIONAL technology; STUDENTS; ACADEMIC achievement; COMPUTER systems",,"The article discusses the need for computing education students to merge computational thinking with cultural practices to improve social development and academic success. Topics covered include the use of culturally responsive education to explore problems and solutions, how culturally responsive education can help students understand the importance of education to issues of social justice, and the factors in underrepresented youth science, technology, engineering and mathematics (STEM) achievement. Also mentioned is the vernacular culture in computing education.","https://crai.referencistas.com/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=egs&AN=90078931&lang=es&site=ehost-live"
"Scratch: Programming for All.","RESNICK, MITCHEL; MALONEY, JOHN; MONROY-HERNÁNDEZ, ANDRÉS; RUSK, NATALIE; EASTMOND, EVELYN; BRENNAN, KAREN; MILLNER, AMON; ROSENBAUM, ERIC; SILVER, JAY; SILVERMAN, BRIAN; KAFAI, YASMIN","Communications of the ACM",="00010782",,="Nov2009","52","11","60","8","45021156","10.1145/1592761.1592779","Association for Computing Machinery","Article","SCRATCH (Computer program language); COMPUTER programming education; COMPUTER literacy; COMPUTERS & children; PROBLEM solving in children; COGNITION in children",,"The authors discuss their efforts to make computer programming accessible and the principles that guided them in designing their programming language, Scratch. Scratch, available at http://scratch.mit.edu, is aimed toward children between the ages of eight and 16 to encourage their digital fluency. The philosophy of the authors is that digital fluency involves more than the ability to chat, interact and search, but also the ability to design new media. They suggest that programming encourages computational thinking and problem-solving processes.","https://crai.referencistas.com/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=egs&AN=45021156&lang=es&site=ehost-live"
"Learning to think spatially in an undergraduate interdisciplinary computational design context: a case study.","Ben Youssef, Belgacem; Berry, Barbara","International Journal of Technology & Design Education",="09577572",,="Nov2012","22","4","541","24","82714723","10.1007/s10798-010-9151-3","Springer Nature","Article","CASE studies; INTERDISCIPLINARY education; REASONING; COLLEGE freshmen; COMPUTER engineering; PROJECT method in teaching","Computational design; Design process; First-year interdisciplinary program; Principles of instruction; Project-based learning; Spatial thinking","Spatial thinking skills are vital for success in everyday living and work, not to mention the centrality of spatial reasoning in scientific discoveries, design-based disciplines, medicine, geosciences and mathematics to name a few. This case study describes a course in spatial thinking and communicating designed and delivered by an interdisciplinary team over a three-year period to first-year university students. Four major elements provide a framework for the sequencing of instruction and acquisition of 2D and 3D spatial thinking and reasoning skills in a computational design context. We describe the process of introducing students to computational design environments beginning with a fun and familiar tool in preparation for a more complex, industry-standard system (SolidWorks). A design project provides diverse student teams an opportunity to integrate and apply foundational spatial concepts and skills including sketching, 2D and 3D representations, as well as digital and physical modeling. Samples of student work illustrate the scaffolding necessary for students to successfully draw upon the spatial thinking and communication skills required to complete their team projects beginning with applying sketching techniques; modeling individual 3D parts; creating digital assemblies; and finally building the equivalent 3D physical model. Key instructional principles provide a framework for the analysis of what worked and what didn't in relation to spatial skills development in students. The lessons learned are identified along with potential future directions for teaching and learning scholarship in spatial thinking development within a computational design context. [ABSTRACT FROM AUTHOR] Copyright of International Journal of Technology & Design Education is the property of Springer Nature and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://crai.referencistas.com/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=egs&AN=82714723&lang=es&site=ehost-live"
"Garage Cinema and the Future of Media Technology.","Davis, Marc","Communications of the ACM",="00010782",,="Feb1997","40","2","43","6","12497650","10.1145/253671.253697","Association for Computing Machinery","Article","TECHNOLOGY & civilization; COMMUNICATION & technology; TECHNOLOGICAL innovations; DIGITAL media; DIGITAL image processing; AUDIOVISUAL materials; DIGITAL communications",,"Although people are living in the ""Computer Age"" the full implications of computational ideas have not been realized in this century. People are at the early apparatus phase of computational development. As computational ideas transform people's thinking about media, new apparatuses and new ideas will emerge that will change peoples relationships to media and to each other. The way people create, communicate, and play will become computationally revisioned, transforming themselves in the process. The 20th century saw the invention and development of two fundamental, new technologies for creating and manipulating representations of the world, motion pictures and computation. Motion pictures gave the ability to capture and construct sequences of moving images that enabled the creation of a new language of storytelling and visual experience. Computation provides a method for constructing universal machines which, by manipulating representations of processes and objects, can create new processes and objects, and even new machines.","https://crai.referencistas.com/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=egs&AN=12497650&lang=es&site=ehost-live"
"How WWII Was Won, and Why CS Students Feel Unappreciated.","Arquilla, John; Roschelle, Jeremy","Communications of the ACM",="00010782",,="Aug2020","63","8","6","2","144741202","10.1145/3403958","Association for Computing Machinery","Excerpt","ALLIED Powers (1919- ); WORLD War II; MUSIC & technology",,"Excerpts from several blog posts posted on the website for the journal ""Communications of the ACM"" are presented, which cover topics including how computational thinking is impacting the music industry and how World War II was won by the Allies.","https://crai.referencistas.com/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=egs&AN=144741202&lang=es&site=ehost-live"
"Teaching with robotics: creating and implementing integrated units in middle school subjects.","Bernstein, Debra; Mutch-Jones, Karen; Cassidy, Michael; Hamner, Emily","Journal of Research on Technology in Education",="15391523",,="Apr2022","54","2","161","16","156936630","10.1080/15391523.2020.1816864","Taylor & Francis Ltd","Article","CURRICULUM; MIDDLE schools; COMPUTER science; CRITICAL thinking; PROBLEM solving; COMPUTER engineering; ROBOTICS","case studies; middle school; STEM; Technology integration","Robotics activities engage students in critical and computational thinking, problem solving, and collaboration, as well as engineering and computer science. By integrating robotics into disciplinary courses, educators offer these opportunities to a wider range of students. However, teachers may be less likely to use new technology without evidence that it can support their teaching and student learning. This paper presents two descriptive case studies as a 'proof of concept' for integrating robotics construction activities into disciplinary courses. They focus on teachers' motivation for integration, and how they used robotics to support disciplinary goals. [ABSTRACT FROM AUTHOR] Copyright of Journal of Research on Technology in Education is the property of Routledge and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://crai.referencistas.com/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=egs&AN=156936630&lang=es&site=ehost-live"
"Learning Through Computational Creativity.","Soh, Leen-Kiat; Shell, Duane F.; Ingraham, Elizabeth; Ramsay, Stephen; Moore, Brian","Communications of the ACM",="00010782",,="Aug2015","58","8","33","3","108514337","10.1145/2699391","Association for Computing Machinery","Opinion","CREATIVE thinking education; COMPUTER science education; LEARNING strategies; ACADEMIC achievement; COGNITIVE science; NEUROSCIENCES",,"The article suggests to incorporate creative thinking into the cirriculum in order to improve learning and achievement in computer science. The Generativity Theory of R. Epstein breaks creative thinking down to four core competencies: broadening, challenging, surrounding and capturing. The representation of these competencies in cognitive and neuroscience research is described. Also discussed is the integration of computational and creative thinking to form computational creativity.","https://crai.referencistas.com/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=egs&AN=108514337&lang=es&site=ehost-live"
"Reaching a Broader Population of Students through “Unplugged” Activities.","Cortina, Thomas J.","Communications of the ACM",="00010782",,="Mar2015","58","3","25","3","101119640","10.1145/2723671","Association for Computing Machinery","Lesson Plan","COMPUTER science education; ELEMENTARY education; ERROR-correcting codes; DATA compression",,"The article describes Computer Science Unplugged, an activity program designed to teach introductory computer science concepts including parity and error detection, computational thinking, and data compression to children.","https://crai.referencistas.com/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=egs&AN=101119640&lang=es&site=ehost-live"
"Emerging new science.","Stewart, Ian","Nature",="00280836",,="4/27/1995","374","6525","834","0","9505210765","10.1038/374834a0","Springer Nature","Book Review","THINKING in Complexity: The Computational Dynamics of Matter, Mind & Mankind (Book)",,"Reviews the book `Thinking in Complexity: The Complex Dynamics of Matter, Mind, and Mankind,' by Klaus Mainzer.","https://crai.referencistas.com/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=egs&AN=9505210765&lang=es&site=ehost-live"
"Computational Creativity Exercises: An Avenue for Promoting Learning in Computer Science.","Peteranetz, Markeya S.; Flanigan, Abraham E.; Shell, Duane F.; Soh, Leen-Kiat","IEEE Transactions on Education",="00189359",,="Nov2017","60","4","305","9","125967785","10.1109/TE.2017.2705152","IEEE","Article","COMPUTER science education; CREATIVE ability; LEARNING; STUDENTS; TEACHING","Achievement; Algorithm design and analysis; Ciphers; computational creativity; computational thinking; Computer science; computer science education; creativity; Engineering profession; motivation; Problem-solving; self-regulated learning; Tools","Computational thinking and creative thinking are valuable tools both within and outside of computer science (CS). The goal of the project discussed here is to increase students’ achievement in CS courses through a series of computational creativity exercises (CCEs). In this paper, the framework of CCEs is described, and the results of two separate studies on their impact on student achievement are presented. Students in introductory CS courses completed CCEs as part of those courses. Students in Study 1 came from a variety of programs, and students in Study 2 were engineering majors. A profiling approach was used to test whether the impact of the CCEs could be accounted for by differences in students’ motivated and self-regulated engagement. Overall, CCEs had positive impacts on students’ grades and knowledge test scores, and although there were differences in achievement across the profiles, the impact of the CCEs was generally consistent across profiles. The CCEs appear to be a promising way to increase student achievement in introductory CS courses. Implications and directions for future research are discussed. [ABSTRACT FROM AUTHOR] Copyright of IEEE Transactions on Education is the property of IEEE and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://crai.referencistas.com/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=egs&AN=125967785&lang=es&site=ehost-live"
"Revisiting Parquet Deformations from a computational perspective: A novel method for design and analysis.","Yazar, Tuğrul","International Journal of Architectural Computing",="14780771",,="Dec2017","15","4","250","18","126834618","10.1177/1478077117734660","Sage Publications Inc.","Article","ARCHITECTURAL history; COMPUTER-aided design; COMPUTERS in architecture; ARCHITECTURAL design; SPATIOTEMPORAL processes; ARCHITECTURE & technology; HUFF, William; TWENTIETH century","computation; deformation; education; geometry; Pattern","Parquet Deformation is an architectural studio exercise introduced by William Huff in 1960s. It aims to improve students’ reasoning of spatiotemporal variation by utilizing sequential shapeshifting of patterns. This article examines the outcomes of this educational research from a perspective of design computing with a purpose to remark its pedagogical significance. A multilayered reading about the exercise will reveal its historical, theoretical, and artistic backgrounds. Then the common structural elements and different construction approaches are explained along with a novel design and analysis method. The proposed method embeds variations of two-dimensional pattern deformations on a third dimension. It enables various analyses such as the measurement of regularity and locating the attractor points. This study is expected to exemplify how computational thinking and new digital tools change the way designers would approach to such systematic compositions. [ABSTRACT FROM AUTHOR] Copyright of International Journal of Architectural Computing is the property of Sage Publications Inc. and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://crai.referencistas.com/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=egs&AN=126834618&lang=es&site=ehost-live"
"Teaching tools, teachers’ rules: exploring the impact of teaching styles on young children’s programming knowledge in ScratchJr.","Strawhacker, Amanda; Lee, Melissa; Bers, Marina Umaschi","International Journal of Technology & Design Education",="09577572",,="Jun2018","28","2","347","30","129629813","10.1007/s10798-017-9400-9","Springer Nature","Article","TEACHING methods; CLASSROOM management; INSTRUCTIONAL systems; LEARNING; ACADEMIC achievement; CHILDREN; EARLY childhood education","Computer programming; Early childhood education; Improving classroom teaching; Media in education; ScratchJr; Teaching/learning strategies","Computer programming tools for young children are being created and used in early childhood classrooms more than ever. However, little is known about the relationship between a teacher’s unique instructional style and their students’ ability to explore and retain programming content. In this mixed-methods study, quantitative and qualitative data were collected from N = 6 teachers and N = 222 Kindergarten through second grade students at six schools across the United States. These teachers and students participated in an investigation of the relationship between teaching styles and student learning outcomes. All participants engaged in a minimum of two lessons and a maximum of seven lessons using the ScratchJr programming environment to introduce coding. Teachers reported on their classroom structure, lesson plan, teaching style and comfort with technology. They also administered ScratchJr Solve It assessments to capture various aspects of students’ programming comprehension, which were analyzed for trends in learning outcomes. Results from this descriptive, exploratory study show that all students were successful in attaining foundational ScratchJr programming comprehension. Statistically significant findings revealed higher programming achievement in students whose educators demonstrated flexibility in lesson planning, responsiveness to student needs, technological content expertise, and concern for developing students’ independent thinking. Implications for research in the development of computational thinking strategies are discussed, as well as suggestions for successfully implementing early childhood classroom interventions with ScratchJr. [ABSTRACT FROM AUTHOR] Copyright of International Journal of Technology & Design Education is the property of Springer Nature and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://crai.referencistas.com/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=egs&AN=129629813&lang=es&site=ehost-live"
"Should Everybody Learn to Code?","Shein, Esther","Communications of the ACM",="00010782",,="Feb2014","57","2","16","3","94282243","10.1145/2557447","Association for Computing Machinery","Article","COMPUTER programming education; COMPUTER science education; LABOR demand; COMPUTER training; HIGH schools; PUBLIC schools; SQL; ABSTRACT thought; PROBLEM solving",,"The article focuses on computer science and coding education. It states that demand in the U.S. for computer scientists and technical professionals is forecast to grow by 34 percent through 2018 and mentions a study that found many people were programming without realizing it by creating database queries using SQL or creating macros for spreadsheets. It comments on the need for people to learn computational thinking to think abstractly and learning problem-solving skills in computer science. It talks about the state of computer science in public education, reporting that only 12 percent of U.S. high schools offer computer science courses, and speculates on the benefits of teaching computer science concepts starting at age five or six.","https://crai.referencistas.com/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=egs&AN=94282243&lang=es&site=ehost-live"
"Computer Science Unplugged: A Systematic Literature Review.","Battal, Ali; Afacan Adanır, Gülgün; Gülbahar, Yasemin","Journal of Educational Technology Systems",="00472395",,="Sep2021","50","1","24","24","151525119","10.1177/00472395211018801","Sage Publications Inc.","Article","COMPUTER science; DEMOGRAPHIC characteristics; DIGITAL storytelling; CONCEPT learning; PROBLEM solving","coding; CS; programming; systematic review; unplugged","The computer science (CS) unplugged approach intends to teach CS concepts and computational thinking skills without employing any digital tools. The current study conducted a systematic literature review to analyze research studies that conducted investigations related to implementations of CS unplugged activities. A systematic review procedure was developed and applied to detect and subsequently review relevant research studies published from 2010 to 2019. It was found that 55 research studies (17 articles + 38 conference proceedings) satisfied the inclusion criteria for the analysis. These research studies were then examined with regard to their demographic characteristics, research methodologies, research results, and main findings. It was found that the unplugged approach was realized and utilized differently among researchers. The majority of the studies used the CS unplugged term when referring to ""paper–pencil activities,"" ""problem solving,"" ""storytelling,"" ""games,"" ""tangible programming,"" and even ""robotics."" [ABSTRACT FROM AUTHOR] Copyright of Journal of Educational Technology Systems is the property of Sage Publications Inc. and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://crai.referencistas.com/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=egs&AN=151525119&lang=es&site=ehost-live"
"The Evolution of HELIX: A Competency Model for Complex Problem Solving.","McDermott, Tom; Hutchison, Nicole; Crick, Ruth","Incose International Symposium",="23345837",,="Jul2021","31","1","907","19","152539700","10.1002/j.2334-5837.2021.00877.x","Wiley-Blackwell","Article","WORLD Economic Forum; PROBLEM solving; CRITICAL thinking; SOFT skills; JOB skills; SYSTEMS theory",,"Today's systems are continuing to increase in complexity, and employers have placed a premium on critical and systems thinking skills. The World Economic Forum (WEF) reports that an increasing share of jobs are focused more heavily on soft skills or a combination of soft and technical skills. The WEF 5‐year survey of most desired job skills highlight the growing focus on the cognitive and relationship‐building aspects of the future workspace. ""Complex Problem Solving"" has topped the list in both the 2015 and 2020 reports. This paper consolidates and proposes a common framework for lifelong learning in the engineering domain, targeted at practical tools that help engineers solve complex problems, think and learn more holistically, and apply that learning to team leadership. Although the work has been focused on engineering roles, it may be generally applied to any domain where complex problem solving is at a premium. The framework identifies five complex problem‐solving competency sets: sensemaking, adaptive and computational thinking, a design mindset, system architecting and communicating, and leading teams through cycles of learning. These competencies are developed through the experience of a learning infrastructure which integrates learning with the work do be done, through facilitating learning and performance in systems thinking, team leadership and personal learning power and self‐leadership. This paper presents the framework, the background research that led to its development, and how it might be delivered through teaching and mentoring on complex projects. [ABSTRACT FROM AUTHOR] Copyright of Incose International Symposium is the property of Wiley-Blackwell and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://crai.referencistas.com/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=egs&AN=152539700&lang=es&site=ehost-live"
"Leveraging Scratch4SL and Second Life to motivate high school students’ participation in introductory programming courses: findings from a case study.","Pellas, Nikolaos; Peroutseas, Efstratios","New Review of Hypermedia & Multimedia",="13614568",,="Mar2017","23","1","51","29","120392817","10.1080/13614568.2016.1152314","Taylor & Francis Ltd","Article","PROGRAMMING languages; VIRTUAL prototypes; SCRATCH (Computer program language); COMPUTER programming; GRAPHICAL user interfaces; SECONDARY education; EDUCATION","Constructionism; programming; Scratch4SL; Second Life; secondary education; virtual prototyping","Students in secondary education strive hard enough to understand basic programming concepts. With all that is known regarding the benefits of programming, little is the published evidence showing how high school students can learn basic programming concepts following innovative instructional formats correctly with the respect to gain/enhance their computational thinking skills. This distinction has caused lack of their motivation and interest in Computer Science courses. This case study presents the opinions of twenty-eight (n = 28) high school students who participated voluntarily in a 3D-game-like environment created in Second Life. This environment was combined with the 2D programming environment of Scratch4SL for the implementation of programming concepts (i.e. sequence and concurrent programming commands) in a blended instructional format. An instructional framework based on Papert's theory of Constructionism to assist students how to coordinate or manage better the learning material in collaborative practice-based learning activities is also proposed. By conducting a mixed-method research, before and after finishing several learning tasks, students’ participation in focus group (qualitative data) and their motivation based on their experiences (quantitative data) are measured. Findings indicated that an instructional design framework based on Constructionism for acquiring or empowering students’ social, cognitive, higher order and computational thinking skills is meaningful. Educational implications and recommendations for future research are also discussed. [ABSTRACT FROM PUBLISHER] Copyright of New Review of Hypermedia & Multimedia is the property of Taylor & Francis Ltd and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://crai.referencistas.com/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=egs&AN=120392817&lang=es&site=ehost-live"
"An analysis of young students' thinking when completing basic coding tasks using Scratch Jnr. On the iPad.","Falloon, G.","Journal of Computer Assisted Learning",="02664909",,="Dec2016","32","6","576","18","119309703","10.1111/jcal.12155","Wiley-Blackwell","Article","NEW Zealand; COMPUTER programming education; COMPUTATIONAL learning theory; COGNITION; SCHOOL children; ELEMENTARY education; BLOOM'S taxonomy; CURRICULUM; COMPUTER software; CONCEPTUAL structures; LEARNING strategies; POCKET computers; PROGRAMMING languages; MEDICAL coding; CHILDREN","coding; collaborative; competencies; computational; learning; thinking","Recent government moves in many countries have seen coding included in school curricula, or promoted as part of computing, mathematics or science programmes. While these moves have generally been associated with a need to engage more young people in technology study, research has hinted at possible benefits from learning to program including fostering general thinking skills. However, little research has been carried out exploring these ideas. This study analysed data collected while 5- and 6-year-old students in a New Zealand primary school were using Scratch Jnr. to learn about basic shapes, as part of a numeracy topic. Analysis combined Brennan and Resnick's (2012) computational thinking skills framework and Krathwohl's (2002) revision of Bloom's Taxonomy to evaluate any role general thinking skills played in these students' coding work. Results suggest including basic coding in primary curricula provides teachers with an effective means of exercising their students' general and higher order thinking skills. They build on Brennan and Resnick's (2012) framework by including conceptualization as an important element in students' computational work and highlight the role of predictive thinking in debugging code. Findings support historical arguments that more needs to be done to investigate students' cognitive processes when undertaking computational work. Lay description What is already known about the topic: Computational learning is an emerging area of school curricula;, Limited research exists exploring thinking processes within computational learning;, Early studies challenge more recent claims of thinking skill transfer from computational work., What this paper adds: Computational work supports a range of general and higher order thinking skills;, Task design and teacher skills are critical to achieving higher order thinking outcomes from computational work;, Computational work in teams can support collaborative, cooperative and self-management key competencies., Implications for practice and/or policy: Findings broaden the base of empirical support for including computational work in school curricula;, Coding provides an engaging means of exercising complex thinking skills and key competencies in students;, The data methods used provide teachers with visible evidence of students' thinking processes during computational work. [ABSTRACT FROM AUTHOR] Copyright of Journal of Computer Assisted Learning is the property of Wiley-Blackwell and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://crai.referencistas.com/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=egs&AN=119309703&lang=es&site=ehost-live"
"Programming Goes Back to School.",,"Communications of the ACM",="00010782",,="May2012","55","5","38","3","74715548","10.1145/2160718.2160729","Association for Computing Machinery","Opinion","COMPUTER game programming; MIDDLE school students; CURRICULUM planning; LEARNING; ACADEMIC motivation; COMPUTER science education; MIDDLE school education; EDUCATION",,"The article focuses on the use of computer games to encourage middle school students to participate in computer science programs. It talks about the Scalable Game Design framework utilizing systemic integration of a game-design-based computational thinking (CT) curriculum. It states that it exposed middle school students to CT concepts, motivated students to create complete games, allowed the objective measurement of CT learning objectives, and investigated pedagogical approaches and motivation.","https://crai.referencistas.com/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=egs&AN=74715548&lang=es&site=ehost-live"
"Virtual Extension: Reaching Future Computer Scientists.","Morreale, Patricia; Joiner, David","Communications of the ACM",="00010782",,="Apr2011","54","4","122","3","59582557","10.1145/1924421.1924448","Association for Computing Machinery","Opinion","COMPUTER science education; COMPUTER training; HIGH school teachers; HIGH school curriculum; TRAINING",,"The authors opine regarding computer science curricula in U.S. high schools and they advocate for training of high school teachers in computer science via college workshops. The authors cite research documentation on the absence of student exposure to computer science and computational thinking in U.S. high schools.","https://crai.referencistas.com/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=egs&AN=59582557&lang=es&site=ehost-live"
"Education K-12 Computational Learning.","Cooper, Stephen; Pérez, Lance C.; Rainey, Daphne","Communications of the ACM",="00010782",,="Nov2010","53","11","27","3","55063007","10.1145/1839676.1839686","Association for Computing Machinery","Opinion","COMPUTER training; EDUCATION; SECONDARY education; ELEMENTARY education",,"The article discusses computational learning by students in kindergarten through the 12th grade. Concerns that the author has regarding computational education include the fact that computer science is not a core topic discussed in high schools and that computer science courses are more likely to be offered to students from wealthy communities. The author feels that computational thinking should be viewed as a problem solving method.","https://crai.referencistas.com/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=egs&AN=55063007&lang=es&site=ehost-live"
"Education: Human Computing Skills: Rethinking the K-12 experience.","Fletcher, George H. L.; Lu, James J.","Communications of the ACM",="00010782",,="Feb2009","52","2","23","3","36673328","10.1145/1461928.1461938","Association for Computing Machinery","Article","UNITED States; COMPUTER science education; EDUCATION; HIGH technology industries; COMPUTER training; COMPUTER industry; UNITED States education system",,"The article discusses the manner in which primary and secondary school U.S. students might develop computational thinking (CT) skills as an element of improving computer science education. The computer science industry has had difficulty attracting students since the collapse of the dot-com bubble, the authors state. Topics include the systematic and efficient processing of information and tasks, whether computer programing can be separated from teaching basic computer science, and to what degree should programming be required for CT proficiency.","https://crai.referencistas.com/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=egs&AN=36673328&lang=es&site=ehost-live"
