DOI,Abstract,Publisher,Author,Title,Publication Title,Volume,ISSN,Issue
,"The article focuses on the newly-signed bill, passed unanimously by both the Senate and the House of Delegates for the state Board of Education to incorporate computational thinking, computer science and computer coding into the Standards of Learning curriculum.",Council of State Governments,,VIRGINIA STUDENTS TO GET MORE TECH TRAINING.,Capitol Ideas,59,21528489,4
10.1002/mlf2.12124,,Wiley-Blackwell,"Thompson, Cristiane; Ortmann, Alice C.; Bolhuis, Henk; Makhalanyane, Thulani; Thompson, Fabiano","Harnessing marine microbiomes to develop a sustainable, all‐Atlantic bioeconomy.",mLife,3,20971699,2
10.1002/jia2.26248,"Introduction: In South Africa, the HIV care cascade remains suboptimal. We investigated the impact of small conditional financial incentives (CFIs) and male‐targeted HIV‐specific decision‐support application (EPIC‐HIV) on the HIV care cascade. Methods: In 2018, in uMkhanyakude district, 45 communities were randomly assigned to one of four arms: (i) CFI for home‐based HIV testing and linkage to care within 6 weeks (R50 [US$3] food voucher each); (ii) EPIC‐HIV which are based on self‐determination theory; (iii) both CFI and EPIC‐HIV; and (iv) standard of care. EPIC‐HIV consisted of two components: EPIC‐HIV 1, provided to men through a tablet before home‐based HIV testing, and EPIC‐HIV 2, offered 1 month later to men who tested positive but had not yet linked to care. Linking HITS trial data to national antiretroviral treatment (ART) programme data and HIV surveillance programme data, we estimated HIV status awareness after the HITS trial implementation, ART status 3 month after the trial and viral load suppression 1 year later. Analysis included all known individuals living with HIV in the study area including those who did not participated in the HITS trial. Results: Among the 33,778 residents in the study area, 2763 men and 7266 women were identified as living with HIV by the end of the intervention period and included in the analysis. After the intervention, awareness of HIV‐positive status was higher in the CFI arms compared to non‐CFI arms (men: 793/908 [87.3%] vs. 1574/1855 [84.9%], RR = 1.03 [95% CI: 0.99−1.07]; women: 2259/2421 [93.3%] vs. 4439/4845 [91.6%], RR = 1.02 [95% CI: 1.00−1.04]). Three months after the intervention, no differences were found for linkage to ART between arms. One year after the intervention, only 1829 viral test results were retrieved. Viral suppression was higher but not significant in the EPIC‐HIV intervention arms among men (65/99 [65.7%] vs. 182/308 [59.1%], RR = 1.11 [95% CI: 0.88−1.40]). Conclusions: Small CFIs can contribute to achieve the first step of the HIV care cascade. However, neither CFIs nor EPIC‐HIV was sufficient to increase the number of people on ART. Additional evidence is needed to confirm the impact of EPIC‐HIV on viral suppression. [ABSTRACT FROM AUTHOR] Copyright of Journal of the International AIDS Society is the property of Wiley-Blackwell and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",Wiley-Blackwell,"Inghels, Maxime; Kim, Hae‐Young; Mathenjwa, Thulile; Shahmanesh, Maryam; Seeley, Janet; Wyke, Sally; Matthews, Philippa; Adeagbo, Oluwafemi; Gareta, Dickman; McGrath, Nuala; Yapa, H. Manisha; Blandford, Ann; Zuma, Thembelihle; Dobra, Adrian; Bärnighausen, Till; Tanser, Frank",Population impacts of conditional financial incentives and a male‐targeted digital decision support application on the HIV treatment cascade in rural KwaZulu Natal: findings from the HITS cluster randomized clinical trial.,Journal of the International AIDS Society,27,17582652,5
10.1038/s41598-024-54598-5,"In recent years, Noisy Intermediate Scale Quantum (NISQ) computers have been widely used as a test bed for quantum dynamics. This work provides a new hardware-agnostic framework for modelling the Markovian noise and dynamics of quantum systems in benchmark procedures used to evaluate device performance. As an accessible example, the application and performance of this framework is demonstrated on IBM Quantum computers. This framework serves to extract multiple calibration parameters simultaneously through a simplified process which is more reliable than previously studied calibration experiments and tomographic procedures. Additionally, this method allows for real-time calibration of several hardware parameters of a quantum computer within a comprehensive procedure, providing quantitative insight into the performance of each device to be accounted for in future quantum circuits. The framework proposed here has the additional benefit of highlighting the consistency among qubit pairs when extracting parameters, which leads to a less computationally expensive calibration process than evaluating the entire device at once. [ABSTRACT FROM AUTHOR] Copyright of Scientific Reports is the property of Springer Nature and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",Springer Nature,"Brand, Dean; Sinayskiy, Ilya; Petruccione, Francesco",Markovian noise modelling and parameter extraction framework for quantum devices.,Scientific Reports,14,20452322,1
10.1080/23311916.2024.2322814,"A drastic decline in the number of students that are enrolled for Engineering is now being experienced in developed as well as developing countries. Learning is becoming boring as a generation brought up on technology is losing the ability to pay attention in traditional classes for a long stretch of time. This has led to the idea that other teaching methods do exist and can be applied in teaching/learning. This work leveraged the use of Digital Game-Based Learning (DGBL) in Engineering classrooms to develop a serious game named LogicHouse Version 1 (LogicHouse-V1 or LogicHouse for short). The game, is a web-based serious game prototype that targets selected topics in Digital Electronics course. This course is a core component of undergraduate curriculum in Electrical & Electronics Engineering, Computer Engineering, Information Technology, Communication Engineering, Computer Science and other related Science Technology Engineering and Mathematics (STEM) courses. LogicHouse involves a virtual broken house where the player has to play the various levels to fix the house and gain points along the way. This game was designed based on the Learning Mechanics-Game Mechanics (LM-GM) model and the Unified Modeling Language (UML). Furthermore, the design was implemented using Adobe Illustrator, Procreate, Unity Engine, C#, Microsoft Azure Playfab and deployed on itch.io. Preliminary evaluation results indicate that students are interested in the game and its application. Based on this, there is a prospect of improved performance in any course in which the game is implemented. [ABSTRACT FROM AUTHOR] Copyright of Cogent Engineering is the property of Taylor & Francis Ltd and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",Taylor & Francis Ltd,"Ajayi, Joy; Adetiba, Emmanuel; Ifijeh, Ayodele H.; Abayomi, Abdultaofeek; Wejin, John; Thakur, Surendra; Sibusiso Moyo",LogicHouse-v1: a digital game-based learning tool for enhanced teaching of digital electronics in higher education institutions.,Cogent Engineering,11,23311916,1
,The article offers information on how to implement a game design program in the school since it can be a powerful motivator. One can go to AMD Foundation's site (amd.com) which contains information for using game design in schools. Diana Laufenberg's blog (http://laufenberg.wordpress.com/) includes helpful resources for building an architecture for participatory media. ISTE's Web site too contains many resources for explaining computational thinking.,Future Publishing Ltd.,"Minnigerode, Laura",HOW TO IMPLEMENT A GAME-DESIGN PROGRAM IN YOUR SCHOOL.,Tech & Learning,33,10536728,7
10.1186/s12889-023-17339-3,"Introduction: Fishing populations constitute a suitable key population amongst which to conduct HIV prevention trials due to very high HIV prevalence and incidence, however, these are highly mobile populations. We determined the feasibility and acceptability of using fingerprinting and geographical positioning systems to describe mobility patterns and retention among fisherfolks on the shoreline of Lake Victoria in South-western Uganda. Methods: Between August 2015 and January 2017, two serial cross-sectional surveys were conducted during which fingerprinting of all residents aged 18–30 years on the shoreline of Lake Victoria was done. A mapper moving ahead of the survey team, produced village maps and took coordinates of every household. These were accessed by the survey team that assigned household and individual unique identifiers (ID) and collected demographic data. Using the assigned IDs, individuals were enrolled and their fingerprints scanned. The fingerprinting was repeated 6 months later in order to determine the participant's current household. If it was different from that at baseline, a new household ID was assigned which was used to map migrations both within and between villages. Results: At both rounds, over 99% accepted to be fingerprinted. No fingerprinting faults were recorded at baseline and the level was under 1% at round two. Over 80% of the participants were seen at round two and of these, 16.3%, had moved to a new location whilst the majority, 85%, stayed within the same village. Movements between villages were mainly observed for those resident in large villages. Those who did not consider a fishing village to be their permanent home were less likely to be migrants than permanent residents (adjusted odds ratio = 0.37, 95%CI:0.15–0.94). Conclusion: Use of fingerprinting in fishing populations is feasible and acceptable. It is possible to track this mobile population for clinical trials or health services using this technology since most movements could be traced within and between villages. [ABSTRACT FROM AUTHOR] Copyright of BMC Public Health is the property of BioMed Central and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",BioMed Central,"Abaasa, Andrew; Mee, Paul; Nanyonjo, Agnes; Easton, Sue; Tanser, Frank; Asiki, Gershim",Feasibility and acceptability of using biometric fingerprinting to track migrations and support retention in HIV prevention research in fishing population in East Africa.,BMC Public Health,23,14712458,1
10.1186/s12889-023-17092-7,"Background: Most COVID-19 vulnerability indices rely on measures that are biased by rates of exposure or are retrospective like mortality rates that offer little opportunity for intervention. The Moore-Hill Vulnerability Index (MHVI) is a precision public health early warning alternative to traditional infection fatality rates that presents avenues for mortality prevention. Methods: We produced an infection-severity vulnerability index by calculating the proportion of all recorded positive cases that were severe and attended by ambulances at small area scale for the East Midlands of the UK between May 2020 and April 2022. We produced maps identifying regions with high and low vulnerability, investigated the accuracy of the index over shorter and longer time periods, and explored the utility of the MHVI compared to other common proxy measures and indices. Analysis included exploring the correlation between our novel index and the Index of Multiple Deprivation (IMD). Results: The MHVI captures geospatial dynamics that single metrics alone often overlook, including the compound health challenges associated with disadvantaged and declining coastal towns inhabited by communities with post-industrial health legacies. A moderate negative correlation between MHVI and IMD reflects spatial analysis which suggests that high vulnerability occurs in affluent rural as well as deprived coastal and urban communities. Further, the MHVI estimates of severity rates are comparable to infection fatality rates for COVID-19. Conclusions: The MHVI identifies regions with known high rates of poor health outcomes prior to the pandemic that case rates or mortality rates alone fail to identify. Pre-hospital early warning measures could be utilised to prevent mortality during a novel pandemic. [ABSTRACT FROM AUTHOR] Copyright of BMC Public Health is the property of BioMed Central and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",BioMed Central,"Moore, Harriet; Hill, Bartholomew; Emery, Jay; Gussy, Mark; Siriwardena, Aloysius Niroshan; Spaight, Robert; Tanser, Frank",An early warning precision public health approach for assessing COVID-19 vulnerability in the UK: the Moore-Hill Vulnerability Index (MHVI).,BMC Public Health,23,14712458,1
10.1111/irv.13198,"Background: In Angola, COVID‐19 cases have been reported in all provinces, resulting in >105,000 cases and >1900 deaths. However, no detailed genomic surveillance into the introduction and spread of the SARS‐CoV‐2 virus has been conducted in Angola. We aimed to investigate the emergence and epidemic progression during the peak of the COVID‐19 pandemic in Angola. Methods: We generated 1210 whole‐genome SARS‐CoV‐2 sequences, contributing West African data to the global context, that were phylogenetically compared against global strains. Virus movement events were inferred using ancestral state reconstruction. Results: The epidemic in Angola was marked by four distinct waves of infection, dominated by 12 virus lineages, including VOCs, VOIs, and the VUM C.16, which was unique to South‐Western Africa and circulated for an extended period within the region. Virus exchanges occurred between Angola and its neighboring countries, and strong links with Brazil and Portugal reflected the historical and cultural ties shared between these countries. The first case likely originated from southern Africa. Conclusion: A lack of a robust genome surveillance network and strong dependence on out‐of‐country sequencing limit real‐time data generation to achieve timely disease outbreak responses, which remains of the utmost importance to mitigate future disease outbreaks in Angola. [ABSTRACT FROM AUTHOR] Copyright of Influenza & Other Respiratory Viruses is the property of Wiley-Blackwell and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",Wiley-Blackwell,"Francisco, Ngiambudulu M.; van Wyk, Stephanie; Moir, Monika; San, James Emmanuel; Sebastião, Cruz S.; Tegally, Houriiyah; Xavier, Joicymara; Maharaj, Akhil; Neto, Zoraima; Afonso, Pedro; Jandondo, Domingos; Paixão, Joana; Miranda, Julio; David, Kumbelembe; Inglês, Luzia; Pereira, Amilton; Paulo, Agostinho; Carralero, Raisa Rivas; Freitas, Helga Reis; Mufinda, Franco",Insights into SARS‐CoV‐2 in Angola during the COVID‐19 peak: Molecular epidemiology and genome surveillance.,Influenza & Other Respiratory Viruses,17,17502640,9
10.1002/jia2.26142,"Introduction: While it is widely acknowledged that family relationships can influence health outcomes, their impact on the uptake of individual health interventions is unclear. In this study, we quantified how the efficacy of a randomized health intervention is shaped by its pattern of distribution in the family network. Methods: The ""Home‐Based Intervention to Test and Start"" (HITS) was a 2×2 factorial community‐randomized controlled trial in Umkhanyakude, KwaZulu‐Natal, South Africa, embedded in the Africa Health Research Institute's population‐based demographic and HIV surveillance platform (ClinicalTrials.gov # NCT03757104). The study investigated the impact of two interventions: a financial micro‐incentive and a male‐targeted HIV‐specific decision support programme. The surveillance area was divided into 45 community clusters. Individuals aged ≥15 years in 16 randomly selected communities were offered a micro‐incentive (R50 [$3] food voucher) for rapid HIV testing (intervention arm). Those living in the remaining 29 communities were offered testing only (control arm). Study data were collected between February and November 2018. Using routinely collected data on parents, conjugal partners, and co‐residents, a socio‐centric family network was constructed among HITS‐eligible individuals. Nodes in this network represent individuals and ties represent family relationships. We estimated the effect of offering the incentive to people with and without family members who also received the offer on the uptake of HIV testing. We fitted a linear probability model with robust standard errors, accounting for clustering at the community level. Results: Overall, 15,675 people participated in the HITS trial. Among those with no family members who received the offer, the incentive's efficacy was a 6.5 percentage point increase (95% CI: 5.3−7.7). The efficacy was higher among those with at least one family member who received the offer (21.1 percentage point increase (95% CI: 19.9−22.3). The difference in efficacy was statistically significant (21.1–6.5 = 14.6%; 95% CI: 9.3−19.9). Conclusions: Micro‐incentives appear to have synergistic effects when distributed within family networks. These effects support family network‐based approaches for the design of health interventions. [ABSTRACT FROM AUTHOR] Copyright of Journal of the International AIDS Society is the property of Wiley-Blackwell and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",Wiley-Blackwell,"Makofane, Keletso; Kim, Hae‐Young; Tchetgen Tchetgen, Eric; Bassett, Mary T.; Berkman, Lisa; Adeagbo, Oluwafemi; McGrath, Nuala; Seeley, Janet; Shahmanesh, Maryam; Yapa, H. Manisha; Herbst, Kobus; Tanser, Frank; Bärnighausen, Till",Impact of family networks on uptake of health interventions: evidence from a community‐randomized control trial aimed at increasing HIV testing in South Africa.,Journal of the International AIDS Society,26,17582652,8
10.1111/joss.12835,"Sensory methodologies are continuously being optimized based on industry needs. Sorting is a widely used sensory method; however, it provides limited information about the uniqueness of individual products. The present work was performed on nine single‐hop beers using a combination of sorting with profiling and intensity rating (SPIR) rating to highlight the intra‐group variability and individual characteristics. Results have shown that SPIR can effectively highlight the intra‐group differences. It has also shown that a higher frequency of citation did not always correspond to a higher attribute intensity. For the considered application, the results highlighted the role of hop varieties on the sensory profile of beers. Overall sensory similarities were found between Mosaic (MO), Citra (CI), and Celeia (CE) hops. However, the use of SPIR highlighted differences between CE and the other hops. Amarillo (AM) hops showed the most distinctive profile in all cases. Practical applications: The use of sorting in combination with profiling and intensity rating (SPIR) rating can be a valuable tool in new product development. It is not only important to understand the overall sensory similarities and differences between groups of samples, but also unique aspects compared to similar products. The present work has shown that adding intensity to sorting and profiling can highlight the inner characteristics of individual products in a group of samples with an overall similar sensory profile. [ABSTRACT FROM AUTHOR] Copyright of Journal of Sensory Studies is the property of Wiley-Blackwell and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",Wiley-Blackwell,"Garrido‐Bañuelos, Gonzalo; Buica, Astrid",Sensory discrimination of single hop beers by using sorting combined with profiling and intensity rating.,Journal of Sensory Studies,38,08878250,4
10.1126/science.adg6605,"Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) variants of concern (VOCs) now arise in the context of heterogeneous human connectivity and population immunity. Through a large-scale phylodynamic analysis of 115,622 Omicron BA.1 genomes, we identified >6,000 introductions of the antigenically distinct VOC into England and analyzed their local transmission and dispersal history. We find that six of the eight largest English Omicron lineages were already transmitting when Omicron was first reported in southern Africa (22 November 2021). Multiple datasets show that importation of Omicron continued despite subsequent restrictions on travel from southern Africa as a result of export from well-connected secondary locations. Initiation and dispersal of Omicron transmission lineages in England was a two-stage process that can be explained by models of the countryÕs human geography and hierarchical travel network. Our results enable a comparison of the processes that drive the invasion of Omicron and other VOCs across multiple spatial scales. [ABSTRACT FROM AUTHOR] Copyright of Science is the property of American Association for the Advancement of Science and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",American Association for the Advancement of Science,"Tsui, Joseph L.-H.; McCrone, John T.; Lambert, Ben; Bajaj, Sumali; Inward, Rhys P. D.; Bosetti, Paolo; Evans Pena, Rosario; Tegally, Houriiyah; Hill, Verity; Zarebski, Alexander E.; Peacock, Thomas P.; Luyang Liu; Neo Wu; Davis, Megan; Bogoch, Isaac I.; Khan, Kamran; Kall, Meaghan; Abdul Aziz, Nurin Iwani Binti; Colquhoun, Rachel; O’Toole, Áine",Genomic assessment of invasion dynamics of SARS-CoV-2 Omicron BA.1.,Science,381,00368075,6655
10.1111/bcp.16192,"Clinical pharmacology is often the nexus in any cross‐disciplinary team that is seeking solutions for human healthcare issues. The use and application of real‐world data and artificial intelligence to better understand our ecosystem has influenced our view at the world and how we do things. This has resulted in remarkable advancements in the healthcare space and development of personalized medicines with great attributes from the application of models and simulations, contributing to a more efficient healthcare development process. A cross‐disciplinary symposium was held in December 2023, whereby experts from different scientific disciplines engaged in a high‐level discussion on the opportunities and challenges of mathematical models in different fields, possible future developments and decision making. A strong interlink amongst the disciplines represented was apparent, with clinical pharmacology identified as the one which integrates various scientific disciplines. Deliberate and strategic cross‐disciplinary dialogues are required to break out of the silos and implement integration for efficiency and cost‐effectiveness of novel interventions. [ABSTRACT FROM AUTHOR] Copyright of British Journal of Clinical Pharmacology is the property of Wiley-Blackwell and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",Wiley-Blackwell,"Maluleke, Tirhani; Benecke, Rohan; Oladejo, Sunday; Feulner, Georg; Kern, Steve; Lister, Johanna; McClelland, Gabriel; Njoki, Miriam; Noack, Patrick; Petruccione, Francesco; Rajaratnam, Kanshukan; Waitt, Catriona; Rosenkranz, Bernd; Pillai, Goonaseela",Cross‐disciplinary mathematical modelling to benefit healthcare – could clinical pharmacology play an enabling role?,British Journal of Clinical Pharmacology,,03065251,
10.1093/femsec/fiae080,"Microbial communities are vital to our lives, yet their ecological functioning and dynamics remain poorly understood. This understanding is crucial for assessing threats to these systems and leveraging their biotechnological applications. Given that temporal dynamics are linked to community functioning, this study investigated the drivers of community succession in the wine yeast community. We experimentally generated population dynamics data and used it to create an interpretable model with a gradient boosted regression tree approach. The model was trained on temporal data of viable species populations in various combinations, including pairs, triplets, and quadruplets, and was evaluated for predictive accuracy and input feature importance. Key findings revealed that the inoculation dosage of non- Saccharomyces species significantly influences their performance in mixed cultures, while Saccharomyces cerevisiae consistently dominates regardless of initial abundance. Additionally, we observed multispecies interactions where the dynamics of Wickerhamomyces anomalus were influenced by Torulaspora delbrueckii in pairwise cultures, but this interaction was altered by the inclusion of S. cerevisiae. This study provides insights into yeast community succession and offers valuable machine learning-based analysis techniques applicable to other microbial communities, opening new avenues for harnessing microbial communities. [ABSTRACT FROM AUTHOR] Copyright of FEMS Microbiology Ecology is the property of Oxford University Press / USA and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",Oxford University Press / USA,"Conacher, Cleo Gertrud; Watson, Bruce William; Bauer, Florian Franz",Gradient boosted regression as a tool to reveal key drivers of temporal dynamics in a synthetic yeast community.,FEMS Microbiology Ecology,100,01686496,7
10.3390/genes15070876,"During the coronavirus disease 2019 (COVID-19) pandemic, the number and types of dashboards produced increased to convey complex information using digestible visualizations. The pandemic saw a notable increase in genomic surveillance data, which genomic epidemiology dashboards presented in an easily interpretable manner. These dashboards have the potential to increase the transparency between the scientists producing pathogen genomic data and policymakers, public health stakeholders, and the public. This scoping review discusses the data presented, functional and visual features, and the computational architecture of six publicly available SARS-CoV-2 genomic epidemiology dashboards. We found three main types of genomic epidemiology dashboards: phylogenetic, genomic surveillance, and mutational. We found that data were sourced from different databases, such as GISAID, GenBank, and specific country databases, and these dashboards were produced for specific geographic locations. The key performance indicators and visualization used were specific to the type of genomic epidemiology dashboard. The computational architecture of the dashboards was created according to the needs of the end user. The genomic surveillance of pathogens is set to become a more common tool used to track ongoing and future outbreaks, and genomic epidemiology dashboards are powerful and adaptable resources that can be used in the public health response. [ABSTRACT FROM AUTHOR] Copyright of Genes is the property of MDPI and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",MDPI,"Sitharam, Nikita; Tegally, Houriiyah; Silva, Danilo de Castro; Baxter, Cheryl; de Oliveira, Tulio; Xavier, Joicymara S.",SARS-CoV-2 Genomic Epidemiology Dashboards: A Review of Functionality and Technological Frameworks for the Public Health Response.,Genes,15,20734425,7
10.1371/journal.pcbi.1011194,"Morphometric analysis of wings has been suggested for identifying and controlling isolated populations of tsetse (Glossina spp), vectors of human and animal trypanosomiasis in Africa. Single-wing images were captured from an extensive data set of field-collected tsetse wings of species Glossina pallidipes and G. m. morsitans. Morphometric analysis required locating 11 anatomical landmarks on each wing. The manual location of landmarks is time-consuming, prone to error, and infeasible for large data sets. We developed a two-tier method using deep learning architectures to classify images and make accurate landmark predictions. The first tier used a classification convolutional neural network to remove most wings that were missing landmarks. The second tier provided landmark coordinates for the remaining wings. We compared direct coordinate regression using a convolutional neural network and segmentation using a fully convolutional network for the second tier. For the resulting landmark predictions, we evaluate shape bias using Procrustes analysis. We pay particular attention to consistent labelling to improve model performance. For an image size of 1024 × 1280, data augmentation reduced the mean pixel distance error from 8.3 (95% confidence interval [4.4,10.3]) to 5.34 (95% confidence interval [3.0,7.0]) for the regression model. For the segmentation model, data augmentation did not alter the mean pixel distance error of 3.43 (95% confidence interval [1.9,4.4]). Segmentation had a higher computational complexity and some large outliers. Both models showed minimal shape bias. We deployed the regression model on the complete unannotated data consisting of 14,354 pairs of wing images since this model had a lower computational cost and more stable predictions than the segmentation model. The resulting landmark data set was provided for future morphometric analysis. The methods we have developed could provide a starting point to studying the wings of other insect species. All the code used in this study has been written in Python and open sourced. Author summary: Tsetse flies, vectors of human and livestock disease, cost African countries billions of dollars annually. Wing shape can be used to identify isolated tsetse populations for suppression. The shape can be captured from digital images by locating anatomical points termed landmarks on the wings. Manual positioning of landmarks is prone to error and only feasible for small data sets. We analyse 14,354 wings and have developed a novel method for automatically positioning landmarks on insect wings. We use a two-step approach, first removing wings that are missing landmarks due to damage. We thereby provide accurate landmarks, unbiased for wing shape. We compared two modern deep-learning models to locate landmarks and showed how data manipulation techniques improve performance. We deployed the final system to generate the landmark data for the tsetse wing images and provide the trained models for transfer learning on similar tasks with smaller data sets. Our methods will allow researchers to study tsetse wing shape in relation to other biological data and to gauge how wing shape characterises tsetse populations. Our method could provide a starting point to the study of the wings of other insect species. [ABSTRACT FROM AUTHOR] Copyright of PLoS Computational Biology is the property of Public Library of Science and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",Public Library of Science,"Geldenhuys, Dylan S.; Josias, Shane; Brink, Willie; Makhubele, Mulanga; Hui, Cang; Landi, Pietro; Bingham, Jeremy; Hargrove, John; Hazelbag, Marijn C.",Deep learning approaches to landmark detection in tsetse wing images.,PLoS Computational Biology,19,1553734X,6
10.1007/s11128-023-04020-2,"Finding solutions to systems of linear equations is a common problem in many areas of science and engineering, with much potential for a speed up on quantum devices. While the Harrow–Hassidim–Lloyd (HHL) quantum algorithm yields up to an exponential speed up over classical algorithms in some cases, it requires a fault-tolerant quantum computer, which is unlikely to be available in the near-term. Thus, attention has turned to the investigation of quantum algorithms for noisy intermediate-scale quantum (NISQ) devices where several near-term approaches to solving systems of linear equations have been proposed. This paper focuses on the Variational Quantum Linear Solvers (VQLS), and other closely related methods and adaptions. Several contributions are made in this paper, which include: the first application of the Evolutionary Ansatz to the VQLS (EAVQLS), the first implementation of the Logical Ansatz VQLS (LAVQLS), based on the Classical Combination of Quantum States (CQS) method, a proof of principle demonstration of the CQS method on real quantum hardware and a method for the implementation of the Adiabatic Ansatz on the VQLS (AAVQLS). These approaches are implemented and contrasted. The CQS method is run with moderate success on a real quantum device. The EAVQLS and AAVQLS show promise as possible improvements to the standard VQLS algorithm once refined. [ABSTRACT FROM AUTHOR] Copyright of Quantum Information Processing is the property of Springer Nature and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",Springer Nature,"Pellow-Jarman, Aidan; Sinayskiy, Ilya; Pillay, Anban; Petruccione, Francesco",Near term algorithms for linear systems of equations.,Quantum Information Processing,22,15700755,6
