ISSN,Volume,DOI,Issue,Publisher,Abstract,Publication Title,Title,Author
20885334,14,,1,INSIGHT - Indonesian Society for Knowledge & Human Development,"The rapid advancement of Artificial Intelligence (AI) technology has brought about significant positive changes across society. However, it has also introduced challenges like privacy breaches, data bias, and spreading fake news. In response, several countries, including South Korea, have provided ethical guidelines and policies for AI. Yet, these measures often fall short of keeping pace with the speed and diversity of AI development. To address these issues, this study developed a comprehensive approach by integrating ethical considerations into AI education, covering the entire AI technology development and application process. It involved analyzing previous research on AI and AI ethics education and creating a draft of an integrated AI education program focused on problem-solving based on computational thinking and ethical practicality. The draft was refined and supplemented through two rounds of expert Delphi surveys, ultimately leading to an ""Integrated AI Education Program."" This proposed program emphasizes that the knowledge content of AI technology and ethical considerations should not be treated separately but addressed together. It aims to enhance moral and social capacities alongside the experience of thinking like a computer scientist when solving real-life problems. Through this, the program supports the ultimate goal of AI education: to foster computational thinking while providing an educational experience that considers both technology and ethics. This study is expected to advance the discussion on integrating AI ethics into AI education curricula and contribute to developing socially responsible AI developers and users. [ABSTRACT FROM AUTHOR] Copyright of International Journal on Advanced Science, Engineering & Information Technology is the property of INSIGHT - Indonesian Society for Knowledge & Human Development and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","International Journal on Advanced Science, Engineering & Information Technology",Development of a Content Framework of Artificial Intelligence Integrated Education Considering Ethical Factors.,Jeonghun Lee; Misun Hong; Jungwon Cho
21660727,,,,Conferencia Iberica de Sistemas Tecnologia de Informacao,"This paper presents the initial results of a research that aims to evaluate the contribution of the Scratch visual programming language in the development of computational thinking in comparison to the use of pseudocode. The comparison scenario was the teaching of programming logic for higher education students of the Physics course. The research was outlined with the methodology of action research, allowing the evaluation of the use of language at the end of the approach of each content delivered during the research. The presented results refer to the approach of two contents, of the four established for the conclusion of the research. The steps of approaching each content were initiated with the application of the diagnostic evaluation, and finalized with the evaluation of performance. The results indicate a progression in knowledge about programming logic. In this way, it was possible to verify that the use of the Scratch language contributed to the learning of programming logic. (English) [ABSTRACT FROM AUTHOR] Esse artigo apresenta os resultados iniciais de uma pesquisa que visa avaliar a contribuição da linguagem de programação visual Scratch no desenvolvimento do pensamento computacional, em comparação com o uso de pseudocódigo. O cenário de comparação foi o ensino de lógica de programação para alunos do ensino superior do curso de Física. A pesquisa foi delineada com a metodologia de pesquisa-ação, possibilitando a avaliação da utilização da linguagem ao final da abordagem de cada conteúdo ministrado durante a pesquisa. Os resultados apresentados referem-se à abordagem de dois conteúdos, dos quatro estabelecidos para a conclusão da pesquisa. As etapas de abordagem de cada conteúdo foram iniciadas com a aplicação da avaliação diagnóstica, e finalizadas com a avaliação de desempenho. Os resultados indicam uma progressão no conhecimento sobre lógica de programação. Desta forma, foi possível verificar que a utilização da linguagem Scratch contribuiu para o aprendizado de lógica de programação. (Portuguese) [ABSTRACT FROM AUTHOR] Copyright of CISTI (Iberian Conference on Information Systems & Technologies / Conferência Ibérica de Sistemas e Tecnologias de Informação) Proceedings is the property of Conferencia Iberica de Sistemas Tecnologia de Informacao and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",CISTI (Iberian Conference on Information Systems & Technologies / Conferência Ibérica de Sistemas e Tecnologias de Informação) Proceedings,Comparação entre o Uso de Pseudocódigo e a Programação Visual no Ensino de Programação: Uma avaliação a partir da ferramenta Scratch.,"Rezende, Críscilla M. C.; Bispo Jr., Esdras L."
03601315,173,10.1016/j.compedu.2021.104284,,Elsevier B.V.,"Content area K-12 teachers are increasingly asked to integrate computing and computational thinking into their classrooms, yet they often have little experience with computing. The purpose of this study was to understand how science teachers, new to computing and integrating computational thinking into their classrooms, supported students as computational problem solvers. In the project from which this research was drawn, 8th grade science teachers in three US school districts integrated computer game design into their study of climate systems and climate change. We conducted participant observation, collected teacher implementation logs and interviewed 15 teachers engaged in the three-year design research project, Building Systems from Scratch. Analysis through grounded theory yielded several results related to teachers' orientations, strategies, and use of resources to create systems of distributed expertise. We identified five major themes: a) releasing responsibility to students, b) co-learning with students, c) encouraging students' independent problem solving, d) building interdependence among students, and e) providing multiple other resources. Findings are discussed in relation to the literature on integrating computational thinking into content area classrooms. • Science teachers' orientations to incorporating computational thinking practices. • Science teachers distribute expertise to support computational problem-solving. • Opportunities and tensions for independent student computational problem-solving. • Strategies for teachers new to integrating computational practices. [ABSTRACT FROM AUTHOR] Copyright of Computers & Education is the property of Pergamon Press - An Imprint of Elsevier Science and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",Computers & Education,Science teachers can teach computational thinking through distributed expertise.,"Tucker-Raymond, Eli; Cassidy, Michael; Puttick, Gillian"
00010782,59,10.1145/2955114,8,Association for Computing Machinery,"The author offers an argument that computational thinking should be understood as computational participation in K-12 education. Topics include the nature of student interest in computer programming, the creation of applications in a communal context by students, and the need for broader participation in computer science education by K-12 students.",Communications of the ACM,From Computational Thinking to Computational Participation in K-12 Education.,"Kafai, Yasmin B."
00010782,59,10.1145/2933410,7,Association for Computing Machinery,"Blog posts from the website http://cacm.acm.org are presented, including a post on the teaching of computational thinking in K-12 U.S. schools and a post on the conference SC16 and high-performance computing (HPC).",Communications of the ACM,"Progress in Computational Thinking, and Expanding the HPC Community.","Wing, Jeannette; Stanzione, Dan"
03601315,150,10.1016/j.compedu.2020.103832,,Elsevier B.V.,"The inclusion of computational thinking (CT) in the classroom is something that the present and future society is demanding. However, this domain remains largely unexplored, especially in the first years of Primary Education. The purpose of this study is to evaluate whether the inclusion of the so-called unplugged activities favours the development of CT in the students of the early years of Primary Education. To this end, a quasi-experimental study has been carried out to explore the eventual benefit of a mixed approach that combines both unplugged and plugged-in activities. In particular, 84 second-grade students took part in the experiment. Three questions were evaluated: the development of their CT skills, their motivation towards the proposed instruction, and the influence of students' gender in the two previous areas. The intervention was designed on a selection of activities extracted from Code. org courses, and was divided into two phases, one in which one group worked with unplugged activities and the other with plugged-in activities, and a second where both groups worked with plugged-in activities. Analysing the three proposed questions through tests performed before, in between and after the instruction, it is concluded that the inclusion of unplugged activities in the instruction seems beneficial taking into account CT, motivation and gender. • Unplugged activities improve computational thinking skills in early Primary Education. • A computational thinking instruction with unplugged activities enhances motivation. • Gender does not influence computational thinking skills acquisition. • Gender influences motivation towards a computational thinking instruction. [ABSTRACT FROM AUTHOR] Copyright of Computers & Education is the property of Pergamon Press - An Imprint of Elsevier Science and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",Computers & Education,Computational thinking through unplugged activities in early years of Primary Education.,"del Olmo-Muñoz, Javier; Cózar-Gutiérrez, Ramón; González-Calero, José Antonio"
07475632,106,10.1016/j.chb.2019.106230,,Elsevier B.V.,"This study aimed at investigating whether Computational Thinking (CT) Perspectives can foster Computational Identity (CI) among primary school students in programming learning from the perspective of situated learning theory. This study conceptualized CT perspectives as a multidimensional construct that comprises (1) ability to connect, (2) ability to question, and (3) ability to express, and CI with four subcomponents including (1) programming affiliation, (2) programming engagement, (3) programming actualization, and (4) programming goal setting. Students who received at least 6-month programming training for computational thinking development were invited to participate in this study. Results of Confirmatory Factor Analysis (CFA) suggested that the CT perspectives instrument (n = 100) and CI instrument (n = 241) reached good fit and therefore were validated in the pilot study. In the main study, survey answers (N = 215) including CT perspectives and CI were collected. Results of Structural Equation Modeling (SEM) showed positive relationships between CT perspectives and CI formation among primary school students. Mediation results further revealed that ability to question can foster CI formation through ability to express, while ability to connect can directly foster CI formation. Implications were discussed at the end of the study. • Learning visual programming contributes to positive learning outcomes. • CT perspectives facilitated by visual programming contribute to CI formation. • Young learners' willingness to connect with peers is positively related to CI formation. • Young learners' willingness to express with programming artifacts is positively related to CI formation. • Young learners' willingness to question is positively related to CI formation only if they are willing to express. [ABSTRACT FROM AUTHOR] Copyright of Computers in Human Behavior is the property of Pergamon Press - An Imprint of Elsevier Science and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",Computers in Human Behavior,Formation of computational identity through computational thinking perspectives development in programming learning: A mediation analysis among primary school students.,"Kong, Siu Cheung; Wang, Yi Qing"
07475632,105,10.1016/j.chb.2019.03.018,,Elsevier B.V.,"The study examined the effects of learning with the Bee-Bot on young boys' and girls' computational thinking within the context of two scaffolding techniques. The study reports statistically significant learning gains between the initial and final assessment of children's computational thinking skills. Also, according to the findings, while both boys and girls benefited from the scaffolding techniques, a statistically significant interaction effect was detected between gender and scaffolding strategy showing that boys benefited more from the individualistic, kinesthetic, spatially-oriented, and manipulative-based activity with the cards, while girls benefited more from the collaborative writing activity. In regards to the children's problem-solving strategies during debugging, the results showed that the majority of them used decomposition as a strategy to deal with the complexity of the task. These results are important, because they show that children at this very young age are able to cope with the complexity of a learning task by decomposing it into a number of subtasks that are easier for them to tackle. The research contributes to the body of knowledge about the teaching of computational thinking. In addition, the study has practical significance for curriculum developers, instructional leaders, and classroom teachers, as they can use the results of this study to design curricula and classroom activities with a focus on the broader set of computational thinking skills, and not only coding. • The study examined the effects of learning with the Bee-Bot on computational thinking. • A gender-friendly learning environment was designed. • An interaction effect was found between gender and scaffolding strategy. • Young children used decomposition as a problem-solving strategy during debugging. [ABSTRACT FROM AUTHOR] Copyright of Computers in Human Behavior is the property of Pergamon Press - An Imprint of Elsevier Science and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",Computers in Human Behavior,Developing young children's computational thinking with educational robotics: An interaction effect between gender and scaffolding strategy.,"Angeli, Charoula; Valanides, Nicos"
07475632,105,10.1016/j.chb.2018.12.027,,Elsevier B.V.,"Computational thinking (CT) is a key skill in the 21st century. However, it is not clear which is the most effective way to acquire and improve CT. Big research efforts are made to determine which pedagogical means should be used. One research trend is based on the idea that teaching programming since Primary Education suffices to improve CT. In our previous work, we proposed and validated a methodology based on metaphors and used of Scratch (MECOPROG) to teach basic programming concepts to children. It is our hypothesis H that by applying MECOPROG, students will develop their CT. To check H, we carried out an experiment with 132 Primary Education Students (9–12 years in age). At the beginning of the experiment, all students were asked to fill in a programming concepts test and two tests to measure their CT. During the sessions, all students were taught according to MECOPROG. Finally, they took the three tests again. A significant increase in the results on all the tests has been measured, supporting the use of metaphors and Scratch to teach computer programming concepts to Primary Education students to develop their CT. • Computational Thinking can be improved using metaphors and Scratch. • Primary Education students' Computational Thinking can be improved. • Primary Education students can learn basic programming concepts. [ABSTRACT FROM AUTHOR] Copyright of Computers in Human Behavior is the property of Pergamon Press - An Imprint of Elsevier Science and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",Computers in Human Behavior,Can computational thinking be improved by using a methodology based on metaphors and scratch to teach computer programming to children?,"Pérez-Marín, Diana; Hijón-Neira, Raquel; Bacelo, Adrián; Pizarro, Celeste"
03601315,141,10.1016/j.compedu.2019.103613,,Elsevier B.V.,"Although several investigations of spatial reasoning and mental rotation skills have been conducted in research areas linked to STEM education, to the best of our knowledge, few of these studies have examined the relationship between spatial reasoning and computational thinking. Given this gap in the literature, the present study investigates the role and action of spatial reasoning, and specifically the effects of mental rotation on computational thinking within an embodied and enacted perspective. To achieve this, we carried out a study involving 92 students in five primary-school classes (1st grade - 5th grade). The findings reveal a positive correlation between computational thinking skill and mental rotation ability. • Computational thinking is a high-level cognitive process closely connected to sensorimotor factors. • Complex processes underlying computational thinking emerge from concrete, situated, and action-based practices. • The findings reveal a positive correlation between computational thinking skill and mental rotation ability. • Gender does not influence the relationship between coding ability and mental rotation skills. • This relationship is quite stable among the different school grades of primary school. [ABSTRACT FROM AUTHOR] Copyright of Computers & Education is the property of Pergamon Press - An Imprint of Elsevier Science and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",Computers & Education,The effects of mental rotation on computational thinking.,"Città, Giuseppe; Gentile, Manuel; Allegra, Mario; Arrigo, Marco; Conti, Daniela; Ottaviano, Simona; Reale, Francesco; Sciortino, Marinella"
03601315,141,10.1016/j.compedu.2019.103607,,Elsevier B.V.,"As computational thinking (CT) is being embraced by educational systems worldwide, researchers and teachers have posed important questions such as ""what to teach"" and ""what can be learned."" These questions are universally crucial to the learning of all subjects. Nevertheless, there is no up-to-date, systematic overview of CT education for K-9 students that attempt to provide answers to these crucial questions. Thus, this systematic review presents a synthesis of 55 empirical studies, providing evidence of the development of computational thinking through programming in Scratch, one of the most popular visual block programming languages in schools. The purpose of this review is to systematically examine the CT skills that can be obtained through Scratch in K-9 based on empirical evidence. This systematic review has adopted Brennan and Resnick's (2012) framework as the basis for defining and identifying the expected CT skills in K-9. The major findings entail what computational thinking skills students in K-9 can learn through Scratch in relation to the framework mentioned above, taking the progression of learning into account. Additional CT skills that are not captured by the framework were identified including input/output, reading, interpreting and communicating code, using multimodal media, predictive thinking, and human-computer interaction. These additional CT skills are not currently presented in Brennan and Resnick's (2012) framework and can be considered as possible supplements to their framework. Furthermore, the paper discusses the difficulties regarding assessment and the progression of the identified skills, as well as problems with study designs. Finally, the paper sets out suggestions for future studies based on the current research gaps. • The paper identified computational thinking skills that can be obtained through Scratch in compulsory education. • The paper presented a quantitative analysis of the methodology of the empirical studies. • The paper described the learning challenges and difficulties associated with the identified computational thinking skills. • The paper provided an overview of the progression of the computational thinking skills according to the learners' ages. • The paper revealed some problems in scientific reporting. [ABSTRACT FROM AUTHOR] Copyright of Computers & Education is the property of Pergamon Press - An Imprint of Elsevier Science and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",Computers & Education,A systematic review of learning computational thinking through Scratch in K-9.,"Zhang, LeChen; Nouri, Jalal"
02721716,34,10.1109/MCG.2014.46,3,IEEE,"Visual programming in 3D sounds much more appealing than programming in 2D, but what are its benefits? Here, University of Colorado Boulder educators discuss the differences between 2D and 3D regarding three concepts connecting computer graphics to computer science education: ownership, spatial thinking, and syntonicity. [ABSTRACT FROM PUBLISHER] Copyright of IEEE Computer Graphics & Applications is the property of IEEE and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",IEEE Computer Graphics & Applications,Beyond Minecraft: Facilitating Computational Thinking through Modeling and Programming in 3D.,"Repenning, Alexander; Webb, David C.; Brand, Catharine; Gluck, Fred; Grover, Ryan; Miller, Susan; Nickerson, Hilarie; Song, Muyang"
07380569,41,10.1080/07380569.2023.2178868,1,Taylor & Francis Ltd,"This study aims to identify effective teaching strategies and challenges in computer science (CS) teaching and K-12 CS teachers' needs for professional development (PD). The data were collected through semi-structured interviews with five K-12 CS teachers and eight CS instructors in higher education and analyzed using thematic analysis. The findings indicated that (1) connecting the classroom to the real world, project-based assessment, and teamwork are effective teaching strategies; (2) teaching challenges include CS teachers' knowledge gaps, students' technology access and use, and elective courses; and (3) teachers' PD opportunities and needs include content and pedagogical knowledge and an ongoing learning community. The findings offer implications for K-12 CS education and teachers' PD. [ABSTRACT FROM AUTHOR] Copyright of Computers in the Schools is the property of Taylor & Francis Ltd and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",Computers in the Schools,"K-12 Computer Science Teaching Strategies, Challenges, and Teachers' Professional Development Opportunities and Needs.","Zhu, Meina; Wang, Cheng"
15391523,55,10.1080/15391523.2021.1967817,3,Taylor & Francis Ltd,"We report on a case study of eight grade 5 to 6 students (ages 12–14) involved in a three-day ""digital-making summer camp"" focused on mathematical problem-solving through block-based programming combined with programmable electronics. Data analysis focused on the computational thinking (CT), mathematics, and problem-solving challenges that surfaced during the activities and on the students' developing perspectives about themselves as computational thinkers and problem solvers. Our results suggest the students developed various CT and problem-solving competences and dispositions during the digital-making activities. However, they experienced difficulties with ill-structured problems. This study supports the creative uses of digital making as complementary to K-12 mathematics learning. [ABSTRACT FROM AUTHOR] Copyright of Journal of Research on Technology in Education is the property of Routledge and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",Journal of Research on Technology in Education,Students' in-moment challenges and developing maker perspectives during problem-based digital making.,"Ng, Oi-Lam; Liu, Minnie; Cui, Zhihao"
03601315,151,10.1016/j.compedu.2020.103872,,Elsevier B.V.,"The implementation of effective professional development courses for K-12 teachers on computational thinking (CT) in relation to programming remains a challenge. There is a lack of high-quality empirical research on teacher development in CT in relation to programming. This study addressed that situation by providing empirical evidence of the design and evaluation of such a teacher development program in primary schools. Seventy-six in-service teachers participated in a program comprising two 39-h courses. One course focused on the fundamental subject knowledge of programming for CT development together with pedagogy. The other focused on the development of advanced knowledge while providing opportunities to practice teaching in the classroom and to reflect on the practice. The results indicate that the participants developed a better understanding of CT concepts and practices and improved in three of the four content knowledge related dimensions of technological pedagogical content knowledge (TPACK) across the two courses. The three dimensions were content knowledge of programming for CT development, technological content knowledge of the use of block-based programming environments for programming for CT development, and use of the environment to teach programming for CT development with the appropriate pedagogy in context. Analysis of the participants' self-reported reflections suggested that the two courses and the teaching experience acquired during the prolonged second course were the two main sources of improvement. This study demonstrates the importance of providing an effective teacher development program with a focus on CT concepts and practices. The program offers teachers a sustained period in which to practice in the classroom and reflect on their teaching while developing their capacity to implement CT in relation to programming. • A teacher development program for CT in relation to programming was designed and evaluated. • Teachers' CT concepts and practices improved consistently in the program. • In-service teachers attended the program and improved in all content-knowledge related TPACK dimensions. • A sustained period of active participation in programming activities was essential. • Opportunities to reflect on pedagogy in practicing CT in programming activities was important. [ABSTRACT FROM AUTHOR] Copyright of Computers & Education is the property of Pergamon Press - An Imprint of Elsevier Science and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",Computers & Education,"Teacher development in computational thinking: Design and learning outcomes of programming concepts, practices and pedagogy.","Kong, Siu-Cheung; Lai, Ming; Sun, Daner"
0020739X,34,,2,Taylor & Francis Ltd,"Computational geometry is a new (about 30 years) and rapidly growing branch of knowledge in computer science that deals with the analysis and design of algorithms for solving geometric problems. These problems typically arise in computer graphics, image processing, computer vision, robotics, manufacturing, knot theory, polymer physics and molecular biology. Since its inception many of the algorithms proposed for solving geometric problems, published in the literature, have been found to be incorrect. These incorrect algorithms rather than being 'purely mathematical' often contain a strong kinesthetic component. This paper explores the relationship between computational geometric thinking and kinesthetic thinking, the effect of the latter on the correctness and efficiency of the resulting algorithms, and their implications for education. [ABSTRACT FROM AUTHOR] Copyright of International Journal of Mathematical Education in Science & Technology is the property of Taylor & Francis Ltd and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",International Journal of Mathematical Education in Science & Technology,On the role of kinesthetic thinking in computational geometry.,"SellarÈs, J. Antoni; Toussaint, Godfried"
20763417,14,10.3390/app14156409,15,MDPI,"Topological interlocking assembly (TIA) and computational architecture treat form as an emergent property of a material system, where the final shape results from the interplay of geometries and geometric interdependencies influenced by contextual constraints (material, structure, and fabrication). This paper posits that TIA is an ideal pedagogical tool for introducing students to computational architecture, and its theoretical foundations and design principles. Specifically, defining TIA as a material system provides a robust educational approach for engaging students with computation; fostering design processes through bottom-up, hands-on investigations; expressing design intents as procedural logic; understanding generative geometric rules; and exploring the flexibility of parametric variations. The methodology is detailed and illustrated through a design workshop and study unit from the Bachelor's and Master's programs at the Faculty for the Built Environment, University of Malta. Four case studies of TIA—of tetrahedra, cones, octahedra, and osteomorphic blocks—demonstrate how these exercises introduce students to computational thinking, parametric design, and fabrication techniques. This paper discusses the advantages and limitations of this pedagogical methodology, concluding that integrating computational architecture in education shifts students' design processes to investigation and innovation-based approaches, enabling them to address contemporary design challenges through context-driven solutions. [ABSTRACT FROM AUTHOR] Copyright of Applied Sciences (2076-3417) is the property of MDPI and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",Applied Sciences (2076-3417),Topological Interlocking Assembly: Introduction to Computational Architecture.,"Miodragovic Vella, Irina; Markovic, Sladjana"
07475632,114,10.1016/j.chb.2020.106575,,Elsevier B.V.,"Several studies have reported that adaptivity and personalization in educational computer games facilitate reaching their full educational potential. However, there is little effort to develop adaptive educational computer games for promoting students' computational thinking (CT). In this study, an adaptive computer game is introduced, called AutoThinking, that not only promotes both CT skills and conceptual knowledge, but also provides adaptivity in both game-play and learning processes. To evaluate the possible effects of the game, an experimental study was carried out with 79 students in an elementary school in Estonia. AutoThinking and a conventional technology-enhanced learning approach were used for teaching CT to the experimental and control group, respectively. Our results reveal that AutoThinking improved students' CT skills and conceptual knowledge better than the conventional approach. It was also found that students with a low and high level of prior knowledge made higher improvement in knowledge gain using the adaptive game compared to the traditional approach, especially those students with lower prior knowledge. Finally, our findings show that the adaptive game could also improve students' learning attitude toward CT better than the conventional approach, especially those students with higher prior learning attitudes. • We developed an adaptive educational game for promoting computational thinking. • The game improved students' CT conceptual knowledge and skills. • The game improved students' learning attitude toward CT. • Students with lower prior knowledge benefited more from the game. • Students with higher prior learning attitude benefited more from the game. [ABSTRACT FROM AUTHOR] Copyright of Computers in Human Behavior is the property of Pergamon Press - An Imprint of Elsevier Science and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",Computers in Human Behavior,An adaptive educational computer game: Effects on students' knowledge and learning attitude in computational thinking.,"Hooshyar, Danial; Malva, Liina; Yang, Yeongwook; Pedaste, Margus; Wang, Minhong; Lim, Heuiseok"
26734591,55,10.3390/engproc2023055049,,MDPI,"Many of today's computational design systems based on explicit or graphic programming software require designers to determine relationships for morphogenesis based on computational thinking supported by the abstraction process. This computational thinking process can reduce the ability to generate analogies in design development and adverse vision related to computational tools. It also reduces the innovation capacity of small companies that produce handicrafts and design teaching in a customized way. This research promotes a computational model based on machine learning combined with an analog creation process. Machine learning engines determine the objects similarity percentage between students' objects and master objects through a forecasting model. There is a proposal to combine parametric design systems, such as Grasshopper3D, with cloud computing and an edge computing device. [ABSTRACT FROM AUTHOR] Copyright of Engineering Proceedings is the property of MDPI and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",Engineering Proceedings,Handcrafting Objects made with Machine Learning: An Object Design Approach with Computer Vision †.,"Reategui, Jose L."
00010782,62,10.1145/3332409,8,Association for Computing Machinery,,Communications of the ACM,Never Too Late to Share Computational Thinking.,"Lowney, Geoffrey A."
07356331,61,10.1177/07356331221102312,1,Sage Publications Inc.,"Block programming has been suggested as a way of engaging young learners with the foundations of programming and computational thinking in a syntax-free manner. Indeed, syntax errors—which form one of two broad categories of errors in programming, the other one being logic errors—are omitted while block programming. However, this does not mean that errors are omitted at large in such environments. In this exploratory case study of a learning environment for early programming (Kodetu), we explored errors in block programming of middle school students (N = 123), using log files drawn from a block-based online. Analyzing 1033 failed executions, we found that errors may be driven by either learners' knowledge and behavior, or by the learning environment design. The rate of error types was not associated with the learners' and contextual variables examined, with the exception of task complexity (as defined by SOLO taxonomy). Our findings highlight the importance of learning from errors and of learning environment design. [ABSTRACT FROM AUTHOR] Copyright of Journal of Educational Computing Research is the property of Sage Publications Inc. and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",Journal of Educational Computing Research,"Types of Errors in Block Programming: Driven by Learner, Learning Environment.","Ben-Yaacov, Anat; Hershkovitz, Arnon"
07475632,105,10.1016/j.chb.2019.106185,,Elsevier B.V.,"Computational Thinking is a term applied to describe the increasing attention on students' knowledge development about designing computational solutions to problems, algorithmic thinking, and coding. It focuses on skills children develop from practicing programming and algorithms, and enables the development of qualities such as abstract thinking, problem solving, pattern recognition, and logical reasoning. Contemporary educational and infrastructural developments, like ""CS for All"" (https://www.csforall.org/), ISTE's Standards for Students in Computational Thinking (https://www.iste.org/explore/Solutions/Computational-thinking-for-all?articleid=152), Computer Science Teachers Association's Concepts of Computational Thinking (http://advocate.csteachers.org/2014/09/15/computational-thinking-and-beyond/), and the appearance of tools such as robotics, 3D printing, microprocessors, and intuitive programming languages posit Computational Thinking as a very promising area to support these learning competences. In this special issue of Computers in Human Behavior , the Editors report four studies conducted by interdisciplinary teams. The introduction to the special issue also draws attention to the great potential and need for further research in the area of Computational Thinking Education to engage students in meaningful learning so as to develop useful thinking skills and digital competences. Finally, the Editorspropose directions for future research and practice in Computational Thinking Education. [ABSTRACT FROM AUTHOR] Copyright of Computers in Human Behavior is the property of Pergamon Press - An Imprint of Elsevier Science and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",Computers in Human Behavior,Computational thinking education: Issues and challenges.,"Angeli, Charoula; Giannakos, Michail"
00010782,59,10.1145/2949401,7,Association for Computing Machinery,"A letter to the editor is presented that responds to the March 2016 blog post ""Computational Thinking, 10 Years Later"" and the March 2006 column ""Computational Thinking"" by Jeannette Wing.",Communications of the ACM,Rethinking Computational Thinking.,"Botha, Fred"
